"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","SLV","El Salvador","2019","2019",40.21477,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","SLV","El Salvador","2020","2020",43.46212,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","BGD","Bangladesh","2017","2017",57.91914,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","BGD","Bangladesh","2018","2018",58.06558,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","BGD","Bangladesh","2019","2019",57.95736,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","BGD","Bangladesh","2020","2020",57.97112,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40606","Sub-Saharan Africa","2017","2017",61.12235,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40606","Sub-Saharan Africa","2018","2018",61.24799,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40606","Sub-Saharan Africa","2019","2019",61.10301,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40606","Sub-Saharan Africa","2020","2020",60.97051,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40606","Sub-Saharan Africa","2021","2021",60.82782,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40606","Sub-Saharan Africa","2022","2022",60.74651,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","URY","Uruguay","2017","2017",39.25515,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","URY","Uruguay","2018","2018",40.11877,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","URY","Uruguay","2019","2019",41.08434,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","GAB","Gabon","2022","2022",50.94897,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","DZA","Algeria","2018","2018",52.05767,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PER","Peru","2017","2017",61.10441,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PER","Peru","2018","2018",53.20943,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PER","Peru","2020","2020",57.44276,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","HND","Honduras","2018","2018",46.01353,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","HND","Honduras","2019","2019",46.42407,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TUN","Tunisia","2022","2022",47.53742,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","CIV","Côte d'Ivoire","2019","2019",76.26099,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MDV","Maldives","2021","2021",30.97311,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","ROU","Romania","2021","2021",61.18428,"‡","UIS Estimation"
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","VNM","Viet Nam","2019","2019",40.46566,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","GTM","Guatemala","2018","2018",60.81399,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MWI","Malawi","2022","2022",57.3093,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40334","Least Developed Countries","2017","2017",60.87828,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40334","Least Developed Countries","2018","2018",60.78873,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40334","Least Developed Countries","2019","2019",60.82406,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40334","Least Developed Countries","2020","2020",60.75912,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40334","Least Developed Countries","2021","2021",60.79972,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40334","Least Developed Countries","2022","2022",60.74954,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","IND","India","2022","2022",63.84593,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","WSM","Samoa","2021","2021",32.50361,"‡","UIS Estimation"
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","THA","Thailand","2018","2018",42.83856,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TUR","Türkiye","2017","2017",81.10785,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TUR","Türkiye","2019","2019",80.22738,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TLS","Timor-Leste","2020","2020",43.76284,"‡","UIS Estimation"
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","LKA","Sri Lanka","2017","2017",35.78447,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","LKA","Sri Lanka","2018","2018",39.15332,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","LKA","Sri Lanka","2019","2019",40.98619,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","LKA","Sri Lanka","2020","2020",36.77414,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","LKA","Sri Lanka","2021","2021",36.67226,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","MDG","Madagascar","2018","2018",55.83046,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40550","Small Island Developing States","2017","2017",47.0251,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40550","Small Island Developing States","2018","2018",46.95096,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40550","Small Island Developing States","2019","2019",46.87009,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40550","Small Island Developing States","2020","2020",46.79262,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40550","Small Island Developing States","2021","2021",46.71992,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40550","Small Island Developing States","2022","2022",46.63386,"‡","UIS Estimation"
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","BFA","Burkina Faso","2018","2018",65.46086,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","BFA","Burkina Faso","2019","2019",55.47042,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40030","Middle income countries","2017","2017",56.83517,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40030","Middle income countries","2018","2018",56.53846,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40030","Middle income countries","2019","2019",58.68992,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40030","Middle income countries","2020","2020",58.19082,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40030","Middle income countries","2021","2021",57.72169,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40030","Middle income countries","2022","2022",57.33596,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","UZB","Uzbekistan","2018","2018",50.10161,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","UZB","Uzbekistan","2019","2019",50.15195,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","UZB","Uzbekistan","2021","2021",50.23535,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","UZB","Uzbekistan","2022","2022",50.22662,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","MDA","Republic of Moldova","2021","2021",49.44426,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BDI","Burundi","2017","2017",62.95695,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BDI","Burundi","2022","2022",63.53539,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40525","Arab States","2017","2017",63.36441,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40525","Arab States","2018","2018",62.1997,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40525","Arab States","2019","2019",62.1505,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40525","Arab States","2020","2020",62.21257,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40525","Arab States","2021","2021",62.23301,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40525","Arab States","2022","2022",62.22155,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BGD","Bangladesh","2017","2017",39.38603,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BGD","Bangladesh","2018","2018",37.74354,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BGD","Bangladesh","2019","2019",37.77524,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BGD","Bangladesh","2020","2020",37.18413,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","AFG","Afghanistan","2021","2021",64.57631,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","GTM","Guatemala","2018","2018",62.37315,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","GTM","Guatemala","2022","2022",63.69295,"‡","UIS Estimation"
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","HND","Honduras","2018","2018",24.40925,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","HND","Honduras","2019","2019",35.46552,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MAR","Morocco","2022","2022",68.23707,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ETH","Ethiopia","2017","2017",50.73391,"‡","UIS Estimation"
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","CIV","Côte d'Ivoire","2019","2019",73.27526,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","PHL","Philippines","2019","2019",44.15347,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40612","Central Asia","2017","2017",48.55329,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40612","Central Asia","2018","2018",48.25482,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40612","Central Asia","2019","2019",48.89866,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40612","Central Asia","2020","2020",50.38631,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40612","Central Asia","2021","2021",50.50187,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40612","Central Asia","2022","2022",50.67164,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","SYC","Seychelles","2020","2020",18.81769,"‡","UIS Estimation"
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","BRA","Brazil","2017","2017",29.34813,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","BRA","Brazil","2018","2018",36.04718,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ITA","Italy","2019","2019",27.90795,"‡","UIS Estimation"
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","SEN","Senegal","2017","2017",61.29405,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","PER","Peru","2017","2017",55.49658,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","PER","Peru","2018","2018",48.6398,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","PER","Peru","2020","2020",60.68451,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","IDN","Indonesia","2018","2018",67.63676,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","IDN","Indonesia","2020","2020",66.8728,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","MNG","Mongolia","2020","2020",42.40364,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","BTN","Bhutan","2017","2017",49.05816,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","URY","Uruguay","2017","2017",31.3696,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","URY","Uruguay","2018","2018",36.52443,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","URY","Uruguay","2019","2019",33.98779,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","PRY","Paraguay","2018","2018",46.13505,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","PRY","Paraguay","2019","2019",41.16681,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","PRY","Paraguay","2020","2020",34.49113,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","GIN","Guinea","2018","2018",64.45935,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","GIN","Guinea","2021","2021",63.32719,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","SLE","Sierra Leone","2022","2022",57.33844,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","MNE","Montenegro","2021","2021",55.57174,"‡","UIS Estimation"
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","BGD","Bangladesh","2017","2017",54.99824,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","BGD","Bangladesh","2018","2018",55.07238,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","BGD","Bangladesh","2019","2019",55.42023,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","BGD","Bangladesh","2020","2020",56.03689,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","UZB","Uzbekistan","2018","2018",99.87897,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","UZB","Uzbekistan","2019","2019",50.25988,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","UZB","Uzbekistan","2021","2021",98.81969,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","UZB","Uzbekistan","2022","2022",50.34068,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","DOM","Dominican Republic","2022","2022",49.34399,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40617","Northern Africa and Western Asia","2017","2017",64.2954,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40617","Northern Africa and Western Asia","2018","2018",62.98536,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40617","Northern Africa and Western Asia","2019","2019",62.92426,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40617","Northern Africa and Western Asia","2020","2020",62.9305,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40617","Northern Africa and Western Asia","2021","2021",62.92335,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40617","Northern Africa and Western Asia","2022","2022",62.89145,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","BOL","Bolivia (Plurinational State of)","2020","2020",77.65024,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PHL","Philippines","2019","2019",33.39739,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","LAO","Lao People's Democratic Republic","2022","2022",57.79301,"‡","UIS Estimation"
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","ESP","Spain","2018","2018",65.42986,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","ESP","Spain","2020","2020",64.37389,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","CIV","Côte d'Ivoire","2019","2019",46.40987,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","HRV","Croatia","2021","2021",45.03233,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MLI","Mali","2018","2018",57.54414,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MLI","Mali","2020","2020",56.23833,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LTU","Lithuania","2021","2021",47.9931,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","COL","Colombia","2018","2018",39.89286,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","COL","Colombia","2019","2019",35.41471,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","COL","Colombia","2020","2020",35.11754,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","ABW","Aruba","2020","2020",53.34468,"‡","UIS Estimation"
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","MEX","Mexico","2017","2017",45.00876,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","MEX","Mexico","2018","2018",44.67205,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","MEX","Mexico","2020","2020",48.60441,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","RUS","Russian Federation","2021","2021",48.61449,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40043","Upper middle income countries","2017","2017",67.77613,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40043","Upper middle income countries","2018","2018",66.21941,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40043","Upper middle income countries","2019","2019",66.73676,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40043","Upper middle income countries","2020","2020",65.90205,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40043","Upper middle income countries","2021","2021",65.73393,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40043","Upper middle income countries","2022","2022",65.79769,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40520","Latin America and the Caribbean","2017","2017",43.76082,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40520","Latin America and the Caribbean","2018","2018",43.74823,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40520","Latin America and the Caribbean","2019","2019",43.68188,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40520","Latin America and the Caribbean","2020","2020",43.6271,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40520","Latin America and the Caribbean","2021","2021",43.12398,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40520","Latin America and the Caribbean","2022","2022",43.1849,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PAK","Pakistan","2017","2017",62.20873,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PAK","Pakistan","2018","2018",62.72558,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PAK","Pakistan","2019","2019",62.18101,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","MMR","Myanmar","2019","2019",66.36037,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","IDN","Indonesia","2018","2018",42.97376,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","IDN","Indonesia","2020","2020",40.6148,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TON","Tonga","2021","2021",41.22588,"‡","UIS Estimation"
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","ARM","Armenia","2017","2017",68.07215,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","ARM","Armenia","2020","2020",68.12892,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","ZAF","South Africa","2017","2017",53.03933,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","ZAF","South Africa","2019","2019",51.54629,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","ZAF","South Africa","2021","2021",52.6472,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","URY","Uruguay","2017","2017",40.6383,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","URY","Uruguay","2018","2018",41.12156,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","URY","Uruguay","2019","2019",42.88924,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MEX","Mexico","2017","2017",60.22165,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MEX","Mexico","2018","2018",60.51522,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MEX","Mexico","2020","2020",59.93845,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40344","Small Island Developing States","2017","2017",54.87456,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40344","Small Island Developing States","2018","2018",54.85478,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40344","Small Island Developing States","2019","2019",54.82489,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40344","Small Island Developing States","2020","2020",54.85486,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40344","Small Island Developing States","2021","2021",54.80401,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40344","Small Island Developing States","2022","2022",54.80398,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40330","Landlocked Developing Countries","2017","2017",59.53543,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40330","Landlocked Developing Countries","2018","2018",59.42234,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40330","Landlocked Developing Countries","2019","2019",59.05951,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40330","Landlocked Developing Countries","2020","2020",58.91526,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40330","Landlocked Developing Countries","2021","2021",58.79529,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40330","Landlocked Developing Countries","2022","2022",58.85298,"‡","UIS Estimation"
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","BLR","Belarus","2019","2019",39.89916,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40613","South-Eastern Asia","2017","2017",64.26868,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40613","South-Eastern Asia","2018","2018",62.25714,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40613","South-Eastern Asia","2019","2019",64.33821,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40613","South-Eastern Asia","2020","2020",63.28567,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40613","South-Eastern Asia","2021","2021",63.69758,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40613","South-Eastern Asia","2022","2022",63.52112,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","COM","Comoros","2022","2022",56.3506,"‡","UIS Estimation"
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","PAK","Pakistan","2017","2017",65.51049,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","PAK","Pakistan","2018","2018",63.89339,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","PAK","Pakistan","2019","2019",63.85412,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","BOL","Bolivia (Plurinational State of)","2020","2020",46.27891,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","KWT","Kuwait","2017","2017",91.67321,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","KWT","Kuwait","2018","2018",91.87908,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","IRQ","Iraq","2017","2017",70.3072,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40505","Central Asia","2017","2017",63.71031,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40505","Central Asia","2018","2018",63.94744,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40505","Central Asia","2019","2019",64.11913,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40505","Central Asia","2020","2020",65.03802,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40505","Central Asia","2021","2021",65.06883,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40505","Central Asia","2022","2022",64.18557,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BIH","Bosnia and Herzegovina","2022","2022",48.82414,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LKA","Sri Lanka","2017","2017",58.68473,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LKA","Sri Lanka","2018","2018",58.48756,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LKA","Sri Lanka","2019","2019",57.23796,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LKA","Sri Lanka","2020","2020",58.12473,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LKA","Sri Lanka","2021","2021",58.25464,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","BDI","Burundi","2017","2017",62.33816,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","SRB","Serbia","2019","2019",50.08191,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","IND","India","2022","2022",62.94708,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","CPV","Cabo Verde","2022","2022",69.67901,"‡","UIS Estimation"
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","RWA","Rwanda","2018","2018",59.5012,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BRN","Brunei Darussalam","2018","2018",63.81549,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BRN","Brunei Darussalam","2021","2021",62.73667,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","NER","Niger","2022","2022",56.06867,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","GEO","Georgia","2017","2017",67.30124,,
